Name,Year,Location,Vendeur,Owner_type,Kilometers_Driven,Fuel_Type,Transmission,Puissance_fiscale,Puissance_dynamique,Price
AUDI Q3 2017,2017,Agadir,Particulier,Première,66.000 km,Diesel,Automatique,8 cv ,140 ch ,290.000 DH
KIA Rio 2016,2016,Tanger,Particulier,Première,78.530 km,Diesel,Manuelle,6 cv ,90 ch ,134.000 DH
PEUGEOT 2008 2020,2020,Mohammadia,Particulier,Première,130.000 km,Diesel,Manuelle,6 cv ,92 ch ,163.000 DH
SEAT Cordoba 2000,2000,Temara,Particulier,Seconde,253.000 km,Essence,Manuelle,8 cv ,- ,32.000 DH
TOYOTA RAV 4 2010,2010,Marrakech,Particulier,Seconde,360.000 km,Diesel,Manuelle,9 cv ,150 ch ,100.000 DH
KIA Sportage 2017,2017,Tanger,Particulier,Première,51.000 km,Diesel,Automatique,8 cv ,185 ch ,200.000 DH
VOLVO S60 2016,2016,Casablanca,Particulier,Seconde,159.000 km,Diesel,Automatique,6 cv ,115 ch ,155.000 DH
NISSAN Juke 2016,2016,Casablanca,Particulier,Première,177.000 km,Diesel,Manuelle,6 cv ,110 ch ,130.000 DH
OPEL Astra 2019,2019,Casablanca,Particulier,Première,55.000 km,Diesel,Automatique,6 cv ,136 ch ,185.000 DH
VOLKSWAGEN Tiguan 2018,2018,Kénitra,Particulier,Première,200.000 km,Diesel,Automatique,8 cv ,110 ch ,140.000 DH
OPEL Astra 2019,2019,Casablanca,Particulier,Première,115.000 km,Diesel,Manuelle,6 cv ,136 ch ,170.000 DH
TOYOTA Yaris 2020,2020,Rabat,Particulier,Première,56.000 km,Essence,Manuelle,6 cv ,69 ch ,115.000 DH
AUDI A4 2016,2016,Casablanca,Particulier,Seconde,182.000 km,Diesel,Manuelle,8 cv ,150 ch ,238.000 DH
RENAULT Clio 2015,2015,Casablanca,Particulier,Première,119.000 km,Diesel,Manuelle,6 cv ,85 ch ,100.000 DH
VOLKSWAGEN Tiguan 2016,2016,Casablanca,Particulier,Seconde,158.000 km,Diesel,Automatique,8 cv ,184 ch ,288.000 DH
FORD Focus 2016,2016,Casablanca,Particulier,Seconde,109.300 km,Diesel,Manuelle,6 cv ,115 ch ,140.000 DH
OPEL Crossland 2018,2018,Casablanca,Particulier,Première,149.000 km,Diesel,Manuelle,6 cv ,120 ch ,157.000 DH
HYUNDAI i30 2013,2013,Sidi Kacem,Particulier,Seconde,194.000 km,Diesel,Manuelle,6 cv ,110 ch ,110.000 DH
LAND ROVER Range Rover Evoque 2015,2015,Casablanca,Particulier,Première,98.000 km,Diesel,Automatique,8 cv ,150 ch ,218.000 DH
DACIA Duster 2016,2016,Rabat,Particulier,Seconde,168.000 km,Diesel,Manuelle,6 cv ,110 ch ,113.000 DH
NISSAN Juke 2017,2017,Rabat,Particulier,Seconde,87.700 km,Diesel,Manuelle,6 cv ,110 ch ,150.000 DH
PEUGEOT 508 2012,2012,Mohammadia,Particulier,Première,140.000 km,Diesel,Automatique,8 cv ,110 ch ,110.000 DH
HYUNDAI Accent 2023,2023,Temara,Particulier,Première,200.000 km,Diesel,Manuelle,- ,- ,128.000 DH
FORD Focus 2014,2014,Casablanca,Particulier,Première,127.200 km,Diesel,Manuelle,6 cv ,110 ch ,135.000 DH
FORD Kuga 2021,2021,Rabat,Particulier,Seconde,60.000 km,Diesel,Automatique,8 cv ,190 ch ,330.000 DH
KIA Picanto 2008,2008,Salé,Particulier,Première,109.000 km,Essence,Manuelle,5 cv ,62 ch ,35.000 DH
MERCEDES Classe A 2020,2020,Casablanca,Particulier,Première,100.000 km,Diesel,Automatique,8 cv ,150 ch ,370.000 DH
KIA Picanto 2017,2017,Tanger,Particulier,Première,79.000 km,Essence,Manuelle,6 cv ,67 ch ,87.000 DH
NISSAN Qashqai 2017,2017,Meknès,Particulier,Première,110.000 km,Diesel,Manuelle,6 cv ,110 ch ,183.000 DH
TOYOTA Corolla Berline 2006,2006,Agadir,Particulier,Seconde,150.000 km,Diesel,Manuelle,- ,- ,71.000 DH
VOLKSWAGEN CC 2015,2015,Casablanca,Particulier,Seconde,119.000 km,Diesel,Automatique,8 cv ,170 ch ,170.000 DH
NISSAN X-Trail 2016,2016,Kénitra,Particulier,Seconde,124.000 km,Diesel,Automatique,6 cv ,110 ch ,185.000 DH
BMW Série 3 2018,2018,Rabat,Particulier,Première,66.000 km,Diesel,Manuelle,8 cv ,150 ch ,300.000 DH
VOLVO C30 2010,2010,Casablanca,Particulier,Seconde,142.000 km,Diesel,Manuelle,6 cv ,110 ch ,85.000 DH
BMW Série 1 2006,2006,Rabat,Particulier,Seconde,182.000 km,Essence,Manuelle,11 cv ,129 ch ,74.000 DH
FIAT Punto 2018,2018,Agadir,Particulier,Seconde,45.000 km,Diesel,Manuelle,5 cv ,75 ch ,108.000 DH
VOLKSWAGEN Passat 2012,2012,Casablanca,Particulier,Première,140.000 km,Diesel,Manuelle,8 cv ,140 ch ,130.000 DH
BMW Série 5 2023,2023,Tanger,Particulier,Seconde,150.000 km,Diesel,Automatique,8 cv ,190 ch ,250.000 DH
MERCEDES GLA 2014,2014,Casablanca,Particulier,Seconde,280.000 km,Diesel,Automatique,9 cv ,110 ch ,230.000 DH
HYUNDAI ix35 2011,2011,Beni Mellal,Particulier,Seconde,251.000 km,Diesel,Manuelle,8 cv ,136 ch ,125.000 DH
VOLVO XC40 2020,2020,Casablanca,Particulier,Première,47.000 km,Diesel,Automatique,8 cv ,150 ch ,360.000 DH
FORD Focus 2021,2021,Settat,Particulier,Première,38.400 km,Diesel,Manuelle,6 cv ,120 ch ,190.000 DH
MITSUBISHI L 200 2018,2018,Rabat,Particulier,Première,180.000 km,Diesel,Manuelle,10 cv ,- ,157.000 DH
RENAULT Scénic 2012,2012,Casablanca,Particulier,Première,162.000 km,Diesel,Manuelle,6 cv ,110 ch ,100.000 DH
SEAT Ibiza 2016,2016,Temara,Particulier,Première,153.890 km,Diesel,Manuelle,6 cv ,- ,100.000 DH
VOLKSWAGEN Tiguan 2017,2017,Casablanca,Particulier,Seconde,154.000 km,Diesel,Automatique,8 cv ,190 ch ,375.000 DH
HYUNDAI Tucson 2021,2021,Fès,Particulier,Première,124.000 km,Diesel,Automatique,6 cv ,136 ch ,280.000 DH
KIA Ceed 2016,2016,Casablanca,Particulier,Première,159.000 km,Diesel,Manuelle,6 cv ,136 ch ,155.000 DH
RENAULT Express 2022,2022,Agadir,Particulier,Première,23.000 km,Diesel,Manuelle,6 cv ,95 ch ,172.000 DH
DACIA Sandero 2022,2022,Casablanca,Particulier,Première,28.000 km,Diesel,Manuelle,6 cv ,102 ch ,158.000 DH
NISSAN Qashqai 2022,2022,Casablanca,Particulier,Première,18.500 km,Essence,Automatique,8 cv ,150 ch ,249.000 DH
RENAULT Kangoo 2015,2015,Casablanca,Particulier,Seconde,71.000 km,Diesel,Manuelle,6 cv ,85 ch ,108.000 DH
AUDI A3 Berline 2017,2017,Casablanca,Particulier,Première,101.000 km,Diesel,Manuelle,8 cv ,110 ch ,215.000 DH
HONDA CR-V 2008,2008,Casablanca,Particulier,Seconde,260.180 km,Diesel,Automatique,9 cv ,140 ch ,92.000 DH
VOLKSWAGEN Touran 2013,2013,Tanger,Particulier,Première,205.000 km,Diesel,Manuelle,8 cv ,110 ch ,133.000 DH
DACIA Dokker 2021,2021,Meknès,Particulier,Première,33.500 km,Diesel,Manuelle,- ,- ,124.000 DH
BMW Série 4 Gran Coupé 2016,2016,Casablanca,Particulier,Première,140.000 km,Diesel,Automatique,8 cv ,150 ch ,255.000 DH
DS DS 4 2023,2023,Casablanca,Particulier,Première,11.000 km,Diesel,Automatique,6 cv ,130 ch ,360.000 DH
BMW Série 5 2012,2012,Fès,Particulier,Première,230.000 km,Diesel,Automatique,12 cv ,254 ch ,180.000 DH
SKODA Karoq 2020,2020,Tétouan,Particulier,Première,60.000 km,Diesel,Automatique,8 cv ,143 ch ,330.000 DH
RENAULT Grand Scénic 2012,2012,Casablanca,Particulier,Seconde,237.000 km,Diesel,Manuelle,6 cv ,130 ch ,120.000 DH
VOLKSWAGEN Golf 2012,2012,Rabat,Particulier,Seconde,90.000 km,Diesel,Manuelle,6 cv ,105 ch ,122.000 DH
TOYOTA C-HR 2021,2021,Casablanca,Particulier,Seconde,23.256 km,Hybride,Automatique,- ,122 ch ,240.000 DH
VOLKSWAGEN Touareg 2020,2020,Rabat,Particulier,Première,80.000 km,Diesel,Automatique,12 cv ,259 ch ,250.000 DH
MERCEDES Classe C 2023,2023,Tanger,Particulier,Première,10.000 km,Essence,Automatique,9 cv ,258 ch ,800.000 DH
MERCEDES Classe C Coupé 2018,2018,Casablanca,Particulier,Première,100.000 km,Diesel,Automatique,8 cv ,194 ch ,389.000 DH
DACIA Sandero 2020,2020,Casablanca,Particulier,Première,20.000 km,Diesel,Manuelle,6 cv ,85 ch ,133.000 DH
VOLKSWAGEN Touareg 2018,2018,Casablanca,Particulier,Seconde,103.000 km,Diesel,Automatique,12 cv ,245 ch ,250.000 DH
JEEP Renegade 2018,2018,Rabat,Particulier,Première,11.000 km,Diesel,Manuelle,6 cv ,110 ch ,167.000 DH
DACIA Logan 2018,2018,Casablanca,Particulier,Première,95.000 km,Diesel,Manuelle,6 cv ,85 ch ,70.000 DH
PEUGEOT 308 2015,2015,Tanger,Particulier,Première,161.000 km,Diesel,Manuelle,6 cv ,92 ch ,130.000 DH
NISSAN X-Trail 2009,2009,Casablanca,Particulier,Seconde,230.000 km,Diesel,Manuelle,- ,- ,100.000 DH
JAGUAR XF 2019,2019,Casablanca,Particulier,Seconde,65.000 km,Diesel,Automatique,8 cv ,180 ch ,350.000 DH
LAND ROVER Range Rover Evoque 2012,2012,Casablanca,Particulier,Seconde,185.000 km,Diesel,Automatique,9 cv ,- ,240.000 DH
OPEL Crossland 2020,2020,Casablanca,Particulier,Première,104.000 km,Diesel,Manuelle,6 cv ,120 ch ,180.000 DH
VOLKSWAGEN Golf 2018,2018,Kénitra,Particulier,Première,84.000 km,Diesel,Automatique,8 cv ,150 ch ,183.000 DH
PEUGEOT 3008 2021,2021,Casablanca,Particulier,Première,56.000 km,Diesel,Automatique,8 cv ,150 ch ,330.000 DH
MERCEDES Classe S 2016,2016,Casablanca,Particulier,Seconde,129.000 km,Diesel,Manuelle,12 cv ,- ,390.000 DH
MERCEDES CLA Coupé 2014,2014,Casablanca,Particulier,Première,58.946 km,Diesel,Automatique,9 cv ,170 ch ,259.000 DH
BMW Série 5 2018,2018,Casablanca,Particulier,Première,160.000 km,Diesel,Automatique,8 cv ,190 ch ,320.000 DH
JAGUAR XE 2017,2017,Casablanca,Particulier,Seconde,140.000 km,Diesel,Automatique,8 cv ,200 ch ,235.000 DH
VOLKSWAGEN Touareg 2017,2017,Tanger,Particulier,Seconde,170.000 km,Diesel,Automatique,12 cv ,- ,215.000 DH
VOLKSWAGEN T-Roc 2023,2023,Marrakech,Particulier,Première,32.000 km,Diesel,Automatique,8 cv ,143 ch ,330.000 DH
NISSAN Qashqai 2016,2016,El Jadida,Particulier,Première,214.000 km,Diesel,Manuelle,6 cv ,110 ch ,163.000 DH
HYUNDAI Tucson 2022,2022,Casablanca,Particulier,Première,55.000 km,Diesel,Automatique,6 cv ,136 ch ,315.000 DH
OPEL Mokka 2023,2023,Casablanca,Particulier,Première,9.200 km,Essence,Automatique,7 cv ,130 ch ,253.000 DH
TOYOTA Auris 2015,2015,Casablanca,Particulier,Seconde,137.000 km,Diesel,Manuelle,5 cv ,90 ch ,115.000 DH
DACIA Logan 2018,2018,Tanger,Particulier,Première,250.000 km,Diesel,Manuelle,6 cv ,85 ch ,36.000 DH
DACIA Sandero 2020,2020,Casablanca,Particulier,Première,81.000 km,Diesel,Manuelle,6 cv ,85 ch ,134.000 DH
OPEL Astra 2019,2019,Agadir,Particulier,Première,75.400 km,Diesel,Automatique,6 cv ,130 ch ,210.000 DH
PEUGEOT 2008 2023,2023,Rabat,Particulier,Première,8.000 km,Diesel,Automatique,6 cv ,130 ch ,299.000 DH
VOLKSWAGEN CC 2019,2019,Casablanca,Particulier,Première,88.000 km,Diesel,Automatique,8 cv ,184 ch ,240.000 DH
FORD Focus 2019,2019,Kénitra,Particulier,Première,158.000 km,Diesel,Manuelle,6 cv ,120 ch ,159.000 DH
VOLKSWAGEN Golf 2019,2019,Salé,Particulier,Seconde,200.000 km,Diesel,Manuelle,6 cv ,- ,190.000 DH
OPEL Grandland 2021,2021,Aït Melloul,Particulier,Première,37.000 km,Diesel,Automatique,6 cv ,130 ch ,255.000 DH
PEUGEOT 206 2007,2007,Beni Mellal,Particulier,Seconde,65.000 km,Essence,Manuelle,6 cv ,6 ch ,46.000 DH
HONDA Legend 2011,2011,Meknès,Particulier,Première,145.000 km,Essence,Automatique,21 cv ,- ,100.000 DH
FORD Kuga 2013,2013,Casablanca,Particulier,Seconde,194.700 km,Diesel,Manuelle,8 cv ,150 ch ,129.000 DH
OPEL Corsa 2021,2021,Casablanca,Particulier,Première,17.000 km,Essence,Manuelle,7 cv ,75 ch ,126.000 DH
SKODA Fabia 2017,2017,Agadir,Particulier,Seconde,150.000 km,Essence,Manuelle,6 cv ,75 ch ,90.000 DH
KIA Picanto 2021,2021,Casablanca,Particulier,Première,12.500 km,Essence,Automatique,6 cv ,67 ch ,122.500 DH
FORD Kuga 2019,2019,Meknès,Particulier,Seconde,88.000 km,Diesel,Manuelle,6 cv ,120 ch ,196.000 DH
CITROEN C5 AirCross 2020,2020,Marrakech,Particulier,Première,47.000 km,Diesel,Automatique,8 cv ,180 ch ,240.000 DH
HONDA CR-V 2011,2011,Casablanca,Particulier,Seconde,300.000 km,Diesel,Automatique,9 cv ,150 ch ,85.000 DH
KIA Sorento 2019,2019,Casablanca,Particulier,Seconde,60.000 km,Diesel,Automatique,8 cv ,200 ch ,280.000 DH
MINI 3 portes 2009,2009,Casablanca,Particulier,Seconde,125.000 km,Essence,Automatique,- ,- ,75.000 DH
FORD Focus 2010,2010,Casablanca,Particulier,Seconde,228.000 km,Diesel,Manuelle,7 cv ,110 ch ,90.000 DH
BMW Série 3 2016,2016,Temara,Particulier,Première,181.000 km,Diesel,Automatique,8 cv ,116 ch ,225.000 DH
ALFA ROMEO MiTo 2012,2012,Casablanca,Particulier,Seconde,145.000 km,Essence,Manuelle,8 cv ,110 ch ,80.000 DH
TOYOTA Hilux 1999,1999,Khemissate,Particulier,Seconde,31.000 km,Diesel,Automatique,- ,10 ch ,85.000 DH
HYUNDAI Santa Fe 2010,2010,Rabat,Particulier,Première,144.000 km,Diesel,Automatique,9 cv ,- ,95.000 DH
HYUNDAI Elantra 2023,2023,Casablanca,Particulier,Première,16.000 km,Hybride,Automatique,9 cv ,139 ch ,300.000 DH
AUDI A3 Sportback 2017,2017,Marrakech,Particulier,Première,133.000 km,Diesel,Automatique,8 cv ,143 ch ,280.000 DH
RENAULT Fluence 2012,2012,Marrakech,Particulier,Seconde,177.000 km,Diesel,Manuelle,8 cv ,85 ch ,90.000 DH
FIAT Punto 2018,2018,Casablanca,Particulier,Seconde,120.000 km,Diesel,Manuelle,5 cv ,65 ch ,83.000 DH
RENAULT Clio Campus 2010,2010,Agadir,Particulier,Première,68.100 km,Essence,Manuelle,7 cv ,70 ch ,65.000 DH
RENAULT Clio 2020,2020,Smara,Particulier,Première,40.000 km,Essence,Manuelle,7 cv ,75 ch ,110.000 DH
ALFA ROMEO MiTo 2017,2017,Casablanca,Particulier,Première,70.000 km,Diesel,Manuelle,6 cv ,120 ch ,130.000 DH
BMW Série 4 Coupé 2014,2014,Casablanca,Particulier,Seconde,160.000 km,Diesel,Automatique,8 cv ,190 ch ,265.000 DH
PEUGEOT 208 2021,2021,Kénitra,Particulier,Première,80.000 km,Diesel,Manuelle,6 cv ,92 ch ,150.000 DH
KIA Cerato 2006,2006,El Jadida,Particulier,Seconde,198.100 km,Diesel,Manuelle,8 cv ,115 ch ,50.000 DH
VOLKSWAGEN Tiguan 2019,2019,Casablanca,Particulier,Première,57.000 km,Diesel,Automatique,8 cv ,150 ch ,325.000 DH
MERCEDES Classe E Coupé 2019,2019,Marrakech,Particulier,Seconde,90.000 km,Diesel,Automatique,8 cv ,194 ch ,515.000 DH
BMW X1 2016,2016,Casablanca,Particulier,Seconde,154.000 km,Diesel,Automatique,8 cv ,150 ch ,225.000 DH
FORD Focus 2011,2011,Agadir,Particulier,Première,125.125 km,Diesel,Manuelle,7 cv ,110 ch ,110.000 DH
VOLKSWAGEN CC 2014,2014,Mohammadia,Particulier,Seconde,204.000 km,Diesel,Automatique,8 cv ,140 ch ,160.000 DH
PEUGEOT 208 2015,2015,Essaouira,Particulier,Seconde,160.000 km,Diesel,Manuelle,- ,- ,85.000 DH
VOLKSWAGEN Golf 2017,2017,Casablanca,Particulier,Première,106.000 km,Diesel,Manuelle,8 cv ,150 ch ,165.000 DH
PEUGEOT 508 2011,2011,Tétouan,Particulier,Première,239.000 km,Diesel,Manuelle,6 cv ,90 ch ,95.000 DH
ALFA ROMEO Stelvio 2021,2021,Agadir,Particulier,Première,99.000 km,Diesel,Automatique,9 cv ,190 ch ,340.000 DH
MERCEDES Classe E 2014,2014,Rabat,Particulier,Première,208.000 km,Diesel,Manuelle,8 cv ,150 ch ,178.000 DH
AUDI Q5 2014,2014,Marrakech,Particulier,Seconde,173.000 km,Diesel,Automatique,8 cv ,177 ch ,230.000 DH
DS DS3 2011,2011,Mohammadia,Particulier,Seconde,155.000 km,Essence,Manuelle,9 cv ,155 ch ,75.000 DH
VOLKSWAGEN Tiguan 2017,2017,Al Hoceima,Particulier,Seconde,78.000 km,Diesel,Automatique,8 cv ,190 ch ,375.000 DH
VOLKSWAGEN Golf 2014,2014,Rabat,Particulier,Seconde,200.000 km,Diesel,Automatique,8 cv ,184 ch ,223.000 DH
AUDI A3 2014,2014,Kénitra,Particulier,Seconde,118.000 km,Diesel,Automatique,6 cv ,150 ch ,174.000 DH
NISSAN Qashqai 2017,2017,Casablanca,Particulier,Première,115.000 km,Diesel,Manuelle,6 cv ,110 ch ,185.000 DH
VOLKSWAGEN Polo 2016,2016,Salé,Particulier,Première,85.000 km,Diesel,Manuelle,6 cv ,70 ch ,125.000 DH
FIAT Doblo 2018,2018,Casablanca,Particulier,Seconde,115.000 km,Diesel,Manuelle,5 cv ,90 ch ,110.000 DH
RENAULT Kangoo 2014,2014,Tétouan,Particulier,Seconde,118.800 km,Diesel,Manuelle,6 cv ,85 ch ,100.000 DH
HYUNDAI i30 2017,2017,Casablanca,Particulier,Seconde,108.000 km,Diesel,Automatique,6 cv ,136 ch ,160.000 DH
VOLVO S90 2021,2021,Tanger,Particulier,Première,75.000 km,Diesel,Automatique,8 cv ,200 ch ,360.000 DH
DACIA Dokker 2020,2020,Casablanca,Particulier,Première,52.000 km,Diesel,Automatique,- ,- ,125.000 DH
TOYOTA Yaris 2019,2019,Tanger,Particulier,Première,68.000 km,Diesel,Manuelle,6 cv ,90 ch ,130.000 DH
SKODA Kodiaq 2022,2022,El Jadida,Particulier,Première,30.000 km,Diesel,Manuelle,8 cv ,150 ch ,330.000 DH
MINI 5 portes 2018,2018,Marrakech,Particulier,Seconde,22.238 km,Essence,Automatique,11 cv ,- ,280.000 DH
VOLKSWAGEN T-Roc 2020,2020,Casablanca,Particulier,Première,15.000 km,Essence,Automatique,8 cv ,150 ch ,280.000 DH
JAGUAR E-Pace 2018,2018,Casablanca,Particulier,Première,30.000 km,Diesel,Automatique,8 cv ,150 ch ,310.000 DH
LAND ROVER Range Rover Sport 2023,2023,Casablanca,Particulier,Seconde,1.000 km,Hybride,Automatique,6 cv ,510 ch ,2.200.000 DH
MINI 3 portes 2003,2003,Agadir,Particulier,Seconde,210.000 km,Diesel,Manuelle,5 cv ,- ,60.000 DH
FORD Ranger 2018,2018,Marrakech,Particulier,Première,157.000 km,Diesel,Automatique,9 cv ,150 ch ,244.000 DH
FORD Focus Sedan 2015,2015,Casablanca,Particulier,Première,185.000 km,Diesel,Automatique,6 cv ,120 ch ,125.000 DH
MERCEDES CLA Coupé 2015,2015,Temara,Particulier,Seconde,157.700 km,Essence,Automatique,11 cv ,- ,270.000 DH
JEEP Cherokee 2021,2021,Casablanca,Particulier,Première,58.000 km,Diesel,Automatique,9 cv ,200 ch ,330.000 DH
FORD Focus 2013,2013,Marrakech,Particulier,Première,150.552 km,Diesel,Manuelle,6 cv ,80 ch ,115.000 DH
FORD Fiesta 2007,2007,Casablanca,Particulier,Seconde,113.000 km,Essence,Manuelle,7 cv ,80 ch ,55.000 DH
DACIA Sandero 2022,2022,Casablanca,Particulier,Première,21.000 km,Diesel,Manuelle,6 cv ,102 ch ,158.000 DH
VOLKSWAGEN Coccinelle 2018,2018,Casablanca,Particulier,Seconde,77.000 km,Diesel,Automatique,8 cv ,150 ch ,230.000 DH
AUDI A4 2016,2016,Rabat,Particulier,Première,80.000 km,Diesel,Automatique,8 cv ,150 ch ,275.000 DH
SEAT Ateca 2021,2021,Meknès,Particulier,Seconde,28.000 km,Diesel,Automatique,8 cv ,143 ch ,300.500 DH
TOYOTA Corolla Berline 2014,2014,Khouribga,Particulier,Première,80.000 km,Diesel,Manuelle,5 cv ,90 ch ,120.000 DH
AUDI Q5 2015,2015,Rabat,Particulier,Première,109.000 km,Diesel,Manuelle,8 cv ,150 ch ,240.000 DH
CITROEN C3 AirCross 2022,2022,Rabat,Particulier,Première,30.000 km,Diesel,Automatique,6 cv ,92 ch ,215.000 DH
HYUNDAI i10 2011,2011,Casablanca,Particulier,Seconde,190.000 km,Essence,Manuelle,6 cv ,69 ch ,58.000 DH
OPEL Grandland 2020,2020,Aït Melloul,Particulier,Première,63.000 km,Diesel,Manuelle,6 cv ,130 ch ,180.000 DH
FORD Focus 2010,2010,Casablanca,Particulier,Première,238.000 km,Diesel,Manuelle,7 cv ,- ,95.000 DH
RENAULT Clio 2019,2019,Salé,Particulier,Première,94.000 km,Diesel,Manuelle,6 cv ,85 ch ,123.000 DH
DACIA Logan 2022,2022,Tanger,Particulier,Première,8.600 km,Diesel,Manuelle,6 cv ,95 ch ,165.000 DH
MERCEDES Classe C 2022,2022,Casablanca,Particulier,Seconde,11.500 km,Diesel,Automatique,8 cv ,200 ch ,590.000 DH
OPEL Adam 2017,2017,Mohammadia,Particulier,Première,47.700 km,Essence,Manuelle,7 cv ,70 ch ,105.000 DH
NISSAN Qashqai 2020,2020,Casablanca,Particulier,Première,34.000 km,Diesel,Manuelle,6 cv ,110 ch ,215.000 DH
HYUNDAI Santa Fe 2010,2010,Rabat,Particulier,Seconde,143.000 km,Diesel,Manuelle,8 cv ,- ,100.000 DH
NISSAN X-Trail 2018,2018,Tanger,Particulier,Seconde,95.000 km,Diesel,Automatique,6 cv ,130 ch ,220.000 DH
ALFA ROMEO Giulietta 2018,2018,Casablanca,Particulier,Première,54.020 km,Diesel,Automatique,6 cv ,120 ch ,180.000 DH
HYUNDAI Elantra 2014,2014,Rabat,Particulier,Première,88.000 km,Diesel,Manuelle,6 cv ,120 ch ,135.000 DH
SUZUKI Jimny 2012,2012,Rabat,Particulier,Première,112.000 km,Essence,Manuelle,9 cv ,110 ch ,105.000 DH
PEUGEOT 508 2018,2018,Rabat,Particulier,Première,108.000 km,Diesel,Manuelle,6 cv ,115 ch ,143.000 DH
PEUGEOT 208 2022,2022,Khemissate,Particulier,Première,23.000 km,Diesel,Manuelle,6 cv ,92 ch ,165.000 DH
HYUNDAI Accent 2021,2021,Casablanca,Particulier,Seconde,23.000 km,Diesel,Manuelle,6 cv ,115 ch ,180.000 DH
RENAULT Express 2022,2022,Casablanca,Particulier,Première,6.000 km,Diesel,Manuelle,6 cv ,- ,230.000 DH
MINI 3 portes 2016,2016,Casablanca,Particulier,Seconde,85.900 km,Essence,Automatique,11 cv ,231 ch ,255.000 DH
MITSUBISHI Lancer EX 2009,2009,Casablanca,Particulier,Seconde,224.000 km,Essence,Manuelle,9 cv ,- ,51.000 DH
MERCEDES GLE 2016,2016,Casablanca,Particulier,Première,250.000 km,Diesel,Automatique,9 cv ,209 ch ,340.000 DH
RENAULT Mégane 2014,2014,Rabat,Particulier,Première,156.000 km,Diesel,Manuelle,6 cv ,85 ch ,125.000 DH
MERCEDES Classe C 2008,2008,Rabat,Particulier,Première,120.000 km,Diesel,Manuelle,9 cv ,- ,137.000 DH
TOYOTA C-HR 2018,2018,Casablanca,Particulier,Seconde,46.000 km,Hybride,Automatique,10 cv ,122 ch ,190.000 DH
MERCEDES Classe C 2015,2015,El Jadida,Particulier,Seconde,192.000 km,Diesel,Automatique,8 cv ,150 ch ,235.000 DH
HYUNDAI i30 2012,2012,Rabat,Particulier,Première,260.000 km,Diesel,Manuelle,6 cv ,- ,89.000 DH
DACIA Dokker 2015,2015,Tanger,Particulier,Seconde,23.000 km,Diesel,Manuelle,6 cv ,85 ch ,135.000 DH
JEEP Renegade 2017,2017,Casablanca,Particulier,Seconde,83.450 km,Diesel,Manuelle,6 cv ,120 ch ,180.000 DH
JEEP Grand Cherokee 2016,2016,Casablanca,Particulier,Première,133.000 km,Diesel,Automatique,12 cv ,250 ch ,195.000 DH
FORD Focus 2017,2017,Casablanca,Particulier,Seconde,130.000 km,Diesel,Manuelle,6 cv ,130 ch ,150.000 DH
MERCEDES Classe E 2019,2019,Casablanca,Particulier,Première,170.000 km,Diesel,Automatique,8 cv ,190 ch ,395.000 DH
AUDI Q3 2021,2021,Agadir,Particulier,Première,42.000 km,Diesel,Automatique,8 cv ,150 ch ,427.000 DH
HYUNDAI Elantra 2021,2021,Casablanca,Particulier,Première,20.000 km,Diesel,Manuelle,6 cv ,136 ch ,170.000 DH
TOYOTA Corolla Prestige 2019,2019,Mohammadia,Particulier,Seconde,119.000 km,Hybride,Manuelle,10 cv ,122 ch ,196.000 DH
FIAT 500L 2015,2015,Casablanca,Particulier,Seconde,160.000 km,Diesel,Manuelle,6 cv ,90 ch ,115.000 DH
HYUNDAI Accent 2013,2013,Kénitra,Particulier,Première,164.000 km,Diesel,Manuelle,6 cv ,128 ch ,103.000 DH
DACIA Sandero 2017,2017,Tanger,Particulier,Première,65.000 km,Diesel,Manuelle,6 cv ,85 ch ,115.000 DH
VOLKSWAGEN Tiguan 2011,2011,Rabat,Particulier,Première,162.000 km,Diesel,Automatique,8 cv ,143 ch ,150.000 DH
PEUGEOT 308 2016,2016,Casablanca,Particulier,Seconde,119.000 km,Diesel,Manuelle,6 cv ,115 ch ,134.000 DH
DFSK Glory IX5 2021,2021,Kénitra,Particulier,Première,36.600 km,Essence,Automatique,9 cv ,180 ch ,230.000 DH
MERCEDES Classe C 2018,2018,Casablanca,Particulier,Seconde,90.000 km,Diesel,Automatique,9 cv ,- ,450.000 DH
TOYOTA Verso 2012,2012,Casablanca,Particulier,Première,140.000 km,Diesel,Manuelle,8 cv ,140 ch ,95.000 DH
FORD EcoSport 2019,2019,Casablanca,Particulier,Première,40.000 km,Diesel,Manuelle,6 cv ,100 ch ,184.000 DH
SKODA Scala 2022,2022,El Jadida,Particulier,Première,23.000 km,Diesel,Manuelle,6 cv ,115 ch ,210.000 DH
HYUNDAI Tucson 2018,2018,Settat,Particulier,Première,94.000 km,Diesel,Automatique,6 cv ,136 ch ,240.000 DH
LAND ROVER Range Rover Evoque 2021,2021,Casablanca,Particulier,Première,33.000 km,,Automatique,8 cv ,204 ch ,460.000 DH
SKODA Fabia 2010,2010,Salé,Particulier,Première,235.000 km,Diesel,Manuelle,6 cv ,105 ch ,80.000 DH
VOLKSWAGEN Golf 2013,2013,Casablanca,Particulier,Seconde,173.000 km,Essence,Manuelle,8 cv ,- ,92.000 DH
VOLKSWAGEN Touareg 2015,2015,Agadir,Particulier,Première,164.000 km,Diesel,Automatique,12 cv ,204 ch ,169.000 DH
